id,SERP,URLs,URLs_cleaned
65,"https://www.google.com/maps/dir//Viveros+Mesado,+Avinguda+de+Sant+Lloren%C3%A7,+21,+46900+Torrent,+Valencia/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xd6051a680f83dd5:0xcb8ffad24610e566?sa=X&ved=1t:57443&ictx=111",None,None
66,"https://www.google.com/maps/dir//Centro+de+Jardiner%C3%ADa+Albogarden,+Partida+de+Saboia,+39,+46120+Alboraia,+Valencia/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xd60464bb0da1a7b:0x382746accd84b291?sa=X&ved=1t:57443&ictx=111",None,None
67,"https://www.google.com/maps/dir//Vivers+Sendra+S+L,+Carrer+Fusters,+46613+Llaur%C3%AD,+Valencia/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xd61b82f9dbb6165:0x7708d1d37d0beef8?sa=X&ved=1t:57443&ictx=111",None,None
68,https://www.google.com/shopping/ratings/account/metrics?q=jardineriakuka.com&c=ES&v=19,None,None
69,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABAYGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYASAEEgKYpfD_BwE&sig=AOD64_3DSb3dlCOy3nxzw-vjdLzG3hhwKg&ctype=107&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQmxB6BAgiEA4&adurl=,None,None
70,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABAqGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYAiALEgJ11vD_BwE&sig=AOD64_0CsVBGH7SGv7IVWW5LOKdBgMcrhg&q=&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQh78CegQICxAB&adurl=,None,None
71,https://www.google.com/shopping/ratings/account/metrics?q=verdecora.es&c=ES&v=19,None,None
72,https://www.google.com/shopping/ratings/account/metrics?q=fronda.com&c=ES&v=19,None,None
73,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABAPGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYAyAFEgL6kvD_BwE&sig=AOD64_3F7vq_a-ce_eydjiVC_wZQEIvVow&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQhacBegQIDRAT&adurl=,None,None
74,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABARGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYAyAGEgLVUfD_BwE&sig=AOD64_3_OF9VjiCCLgBffWzLQHOhU4k-Dg&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQhacBegQIDRAW&adurl=,None,None
75,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABAVGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYAyAIEgKOVfD_BwE&sig=AOD64_06F9-DtI1G4ZHGmZaYBgTWNCubMA&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQhacBegQIDRAX&adurl=,None,None
76,https://www.google.com/aclk?sa=l&ai=DChcSEwjwo4CCh4yJAxUhl4MHHTInHwYYABAUGgJlZg&co=1&ase=2&gclid=EAIaIQobChMI8KOAgoeMiQMVIZeDBx0yJx8GEAMYAyAHEgItwPD_BwE&sig=AOD64_2Cx7kxnrZcHr4voUgwk9mMPhx1Tg&nis=4&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQhacBegQIDRAY&adurl=,None,None
77,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Viveros+para+comprar+plantas+en+Valencia&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhREAE,None,None
78,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Donde+comprar+plantas+baratas+en+Valencia&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhSEAE,None,None
79,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Mejores+viveros+Valencia&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhQEAE,None,None
80,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Viveros+de+plantas+cerca+de+mi&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhPEAE,None,None
81,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Viveros+mayoristas+Valencia&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhNEAE,None,None
82,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Viveros+de+frutales+en+Valencia&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhOEAE,None,None
83,https://www.google.com/search?sca_esv=eab902f88a49963b&q=Viveros+en+torrente&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhMEAE,None,None
84,https://www.google.com/search?sca_esv=eab902f88a49963b&q=viveros+(valencia+hoy)&sa=X&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ1QJ6BAhLEAE,None,None
85,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=10&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAE,None,None
86,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=20&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAG,None,None
87,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=30&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAI,None,None
88,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=40&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAK,None,None
89,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=50&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAM,None,None
90,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=60&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAO,None,None
91,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=70&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAQ,None,None
92,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=80&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAS,None,None
93,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=90&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8tMDegQIDhAU,None,None
94,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=jhoMZ4m-NaKki-gP7eyguAQ&start=10&sa=N&sstk=AagrsujqtqJ3tVUX1EzaAXobgtUzNrvsPcgahBHcb6V3fVVLgi6ipBdEy89-KW-b02ZPWiqYSKTvIFAzhzUE8XEaNz5DOGKVbvwYiQ&ved=2ahUKEwiJvfqBh4yJAxUi0gIHHW02CEcQ8NMDegQIDhAW,None,None
95,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&source=hp&ei=hhoMZ8bYOqeskdUPneuu4AE&iflsig=AL9hbdgAAAAAZwwolvYndT-_nTt8RdcjySpREnNJil0c&ved=0ahUKEwjGs5f-hoyJAxUnVqQEHZ21CxwQ4dUDCA8&uact=5&oq=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&gs_lp=Egdnd3Mtd2l6IjN2ZW50YSBkZSBwbGFudGFzIHZpdmVyb3MgZW4gbGEgQ29tdW5pZGFkIFZhbGVuY2lhbmFImBBQAFiYDnAAeACQAQCYAcEBoAHDBaoBAzAuNLgBA8gBAPgBAZgCAKACAJgDAJIHAKAH_SM&sclient=gws-wiz#,None,None
96,https://support.google.com/websearch/answer/181196?hl=es,None,None
97,https://www.google.com/webhp?hl=es&sa=X&ved=0ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBA8CAg,None,None
98,https://support.google.com/websearch/answer/106230?hl=es,None,None
99,https://accounts.google.com/ServiceLogin?hl=es&passive=true&continue=https://www.google.com/search%3Fq%3Dventa%2Bde%2Bplantas%2Bviveros%2Ben%2Bla%2BComunidad%2BValenciana%26sca_esv%3Deab902f88a49963b%26ei%3DkhwMZ5OCHb-Uxc8P1ayq-Qw%26start%3D20%26sa%3DN%26sstk%3DAagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp%26ved%3D2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc%26biw%3D1296%26bih%3D499%26dpr%3D1&ec=GAZAAQ,None,None
100,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&udm=2&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBC0qAt6BAgYEAE,None,None
101,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&udm=1&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCzqAt6BAgVEAE,None,None
102,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&udm=11&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCzqAt6BAgWEAE,None,None
103,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&tbm=vid&source=lnms&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDSlAl6BAgUEAE,None,None
104,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&tbm=nws&source=lnms&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDSlAl6BAgTEAE,None,None
105,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&udm=14&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCzqAt6BAgSEAE,None,None
106,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&tbm=bks&source=lnms&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDSlAl6BAhAEAE,None,None
107,https://www.google.com/finance?sca_esv=eab902f88a49963b&biw=1296&bih=499&output=search&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&source=lnms&fbs=AEQNm0CbCVgAZ5mWEJDg6aoPVcBgWizR0-0aFOH11Sb5tlNhd_12NSqGX3LSL1mbZSRYtS-wcvp6zwj_87wyh4_7w3RJ-eaLDGruEyoj7GHr8TBMFHqc54PQSEQOT4tQNhcuIjZ-HYz-CB1_U90K5eEii4M7M9gJ8y_CUVyZ2sYCTM5TA3cgUv761pYuEZZjd7_0Xw-2fwv0LKVCPzIVaBfbS9OADusNMg&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDSlAl6BAg_EAE,None,None
108,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana+abierto+ahora&uds=ADvngMjcH0KdF7qGWtwTBrP0nt7dYLjvhwppYrfTf-b17pvItu94tblS5LDZPNnV3IWHucI5NPgmNFkWN3jT1xQ_R8x7LqBYNcPFxDIEvOFG3FiYMpefG6iV9EkPHGeqUCW8V6k5x7vhala8gOV-UK5yWZbS6UjNkeYH8we-RT-aKoce7gQRTS08qW_f3k1toqvqiaNiFoa2VYFpwGYtCm9y_qyDF1EgXZDwR0aiF0XpAYjO-KrGvNE&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDEqwl6BAgQEAE&ictx=0,None,None
109,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana+mejor+valorados&uds=ADvngMjcH0KdF7qGWtwTBrP0nt7dGwt0cZX7Zw1LOK4oEGgrJwSgNglv1g0ImGJ7V0moddH8_mBy6qCDHaqvs4Z6u68Wlc-d9zSmOeaQE-Q2h19KuYRaJrBUmvYR5EcAfFOUYP-mHTvPWnOJ6cb13A6vAdwWb_9Vs3jCebgVC4W1VU5ti7c_qNnJ8p3TU-0PPCCn9eGaTAhSiJKitlEqxwQjeHKBomeKH1EgunuddEIenHPQ-nYxPcA&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDEqwl6BAgPEAE&ictx=0,None,None
110,https://www.google.com/search?sca_esv=eab902f88a49963b&biw=1296&bih=499&q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana+acceso+para+sillas+de+ruedas&uds=ADvngMjcH0KdF7qGWtwTBrP0nt7dvnILEqGP7ZWVnpX3xTBkwvIiMpqnz3x2h7uoofY8BtodmvS4vLfDQHLqQx-_KSjkvb-ZfhjXe2F7ocSsSOMg_Lpfw5FQ6fFhaMavtdqBp8GxPaMY681cChy8pvhHRtDXS5T77x_VibHa29ss-_2t3upDgNwj4d6Bk4gmsTFBBUIwPjCztfr4vBt7v5HT94hbo0xv4mNLJGh4vszOfyIBOAsaWP4IntGP3Jtg354J9fLvEdyGe4FzANMrpdSm1JyLzHpXYcy-56FScI1IwxS-QIZfxFo0lPUiOqvkCD-JXnvzjRz0afE3EXA86W3wDnLR-9AEiQ&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDEqwl6BAgOEAE&ictx=0,None,None
111,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=lr:lang_1es&lr=lang_es&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQBw,None,None
112,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=qdr:h&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQDA,None,None
113,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=qdr:d&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQDQ,None,None
114,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=qdr:w&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQDg,None,None
115,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=qdr:m&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQDw,None,None
116,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=qdr:y&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQEA,None,None
117,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&biw=1296&bih=499&source=lnt&tbs=li:1&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCnBXoECAMQGA,None,None
118,https://www.google.com/advanced_search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&sstk=AagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp&biw=1296&bih=499&dpr=1,None,None
119,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=khwMZ5OCHb-Uxc8P1ayq-Qw&start=20&sa=N&sstk=AagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp&ved=2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc&biw=1296&bih=499&dpr=1#,None,None
120,https://www.google.com/setprefs?sig=0_s8xPje8JxL2e-Kllq9toYLSoY-I%3D&source=en_ignored_notification&prev=https://www.google.com/search?q%3Dventa%2Bde%2Bplantas%2Bviveros%2Ben%2Bla%2BComunidad%2BValenciana%26sca_esv%3Deab902f88a49963b%26ei%3DkhwMZ5OCHb-Uxc8P1ayq-Qw%26start%3D20%26sa%3DN%26sstk%3DAagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp%26ved%3D2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc%26biw%3D1296%26bih%3D499%26dpr%3D1&hl=en&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCGhAIoAXoECAYQBA,None,None
121,https://www.google.com/search?q=venta+de+plantas+viveros+en+la+Comunidad+Valenciana&sca_esv=eab902f88a49963b&ei=khwMZ5OCHb-Uxc8P1ayq-Qw&start=20&sa=N&sstk=AagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp&ved=2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc&biw=1296&bih=499&dpr=1#,None,None
122,https://www.google.com/preferences?lang=1&hl=es&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCIhAIoA3oECAYQBg#languages,None,None
123,https://www.google.com/history/optout?hl=es,None,None
124,https://www.google.com/safesearch?prev=https://www.google.com/search?q%3Dventa%2Bde%2Bplantas%2Bviveros%2Ben%2Bla%2BComunidad%2BValenciana%26sca_esv%3Deab902f88a49963b%26ei%3DkhwMZ5OCHb-Uxc8P1ayq-Qw%26start%3D20%26sa%3DN%26sstk%3DAagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp%26ved%3D2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc%26biw%3D1296%26bih%3D499%26dpr%3D1&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBDwmwh6BAgGEAw,None,None
125,https://www.google.com/preferences?lang=1&hl=es&prev=https://www.google.com/search?q%3Dventa%2Bde%2Bplantas%2Bviveros%2Ben%2Bla%2BComunidad%2BValenciana%26start%3D20%26sa%3DN%26sca_esv%3Deab902f88a49963b%26biw%3D1296%26bih%3D499#languages,None,None
126,https://www.google.com/setprefs?hl=es&prev=https://www.google.com/search?q%3Dventa%2Bde%2Bplantas%2Bviveros%2Ben%2Bla%2BComunidad%2BValenciana%26sca_esv%3Deab902f88a49963b%26ei%3DkhwMZ5OCHb-Uxc8P1ayq-Qw%26start%3D20%26sa%3DN%26sstk%3DAagrsuhhgWjfmFghhcjuX9486QM9VmpLbNaDkZqJB0rqj6zxsGh4Eh44sXrP2OEyP5VkNnqofwvqHc1ea9JMNzZKVMseHP_V1emwrmH9r5bhcw8zxhYXzVGja_iQ87SnhAfp%26ved%3D2ahUKEwiTk-j3iIyJAxU_SvEDHVWWKs84ChDw0wN6BAgGEBc%26biw%3D1296%26bih%3D499%26dpr%3D1%26pccc%3D1&sig=0_s8xPje8JxL2e-Kllq9toYLSoY-I%3D&cs=2&sa=X&ved=2ahUKEwiB29L8iIyJAxWdafEDHVFjMYQ4FBCqwQd6BAgGEA4&ictx=1,None,None
